invoice_no,quantity,price,invoice_date,shopping_mall
I318521,5,1500.4,16/11/2021,Mall of Istanbul
I222827,3,900.24,27/11/2022,Mall of Istanbul
I649554,3,107.52,2/8/2021,Kanyon
I111055,1,1050,26/08/2022,Mall of Istanbul
I570709,1,600.17,8/9/2021,Cevahir AVM
I251307,1,600.17,1/1/2022,Mall of Istanbul
I117277,1,300.08,11/1/2023,Istinye Park
I240824,5,1500.4,28/08/2021,Mall of Istanbul
I135134,1,40.66,1/3/2021,Metrocity
I222401,5,26.15,22/05/2021,Viaport Outlet
I263185,5,1500.4,9/3/2021,Kanyon
I311849,5,5250,21/04/2021,Cevahir AVM
I137332,4,2400.68,3/5/2021,Istinye Park
I319596,1,1050,13/01/2022,Istinye Park
I632642,5,58.65,12/3/2022,Mall of Istanbul
I127930,1,300.08,15/11/2022,Kanyon
I258931,3,121.98,20/10/2021,Emaar Square Mall
I230411,5,203.3,30/09/2021,Mall of Istanbul
I136610,4,162.64,31/01/2021,Mall of Istanbul
I234673,4,20.92,8/7/2021,Metropol AVM
I138615,5,1500.4,7/10/2021,Kanyon
I116541,2,71.68,9/7/2021,Viaport Outlet
I332971,4,2400.68,13/01/2021,Istinye Park
I786653,1,600.17,20/07/2022,Mall of Istanbul
I115338,3,900.24,1/9/2021,Emaar Square Mall
I201131,1,300.08,25/10/2022,Cevahir AVM
I328046,3,121.98,17/06/2022,Mall of Istanbul
I153790,1,40.66,9/5/2021,Viaport Outlet
I251311,4,2400.68,29/04/2022,Emaar Square Mall
I326582,3,900.24,9/11/2021,Metrocity
I474661,5,203.3,8/10/2021,Mall of Istanbul
I160638,2,600.16,29/05/2022,Kanyon
I437948,5,26.15,22/08/2022,Metrocity
I282321,1,5.23,16/11/2022,Kanyon
I707747,5,58.65,17/08/2022,Kanyon
I158486,3,15.69,10/2/2023,Istinye Park
I224933,2,81.32,20/01/2021,Kanyon
I164873,4,60.6,19/05/2022,Metrocity
I325555,4,4200,30/01/2023,Metrocity
I325396,5,26.15,25/02/2021,Istinye Park
I280155,5,179.2,18/12/2022,Mall of Istanbul
I156562,4,162.64,16/07/2022,Metrocity
I332361,3,900.24,18/01/2022,Kanyon
I317628,3,15.69,11/9/2021,Mall of Istanbul
I907952,2,600.16,7/8/2022,Metropol AVM
I281621,4,20.92,31/01/2021,Kanyon
I289841,1,5.23,15/07/2021,Cevahir AVM
I335087,5,75.75,16/10/2021,Kanyon
I239889,1,300.08,29/03/2021,Mall of Istanbul
I742907,1,300.08,22/09/2021,Metropol AVM
I271714,1,35.84,20/03/2021,Emaar Square Mall
I457421,4,162.64,28/08/2022,Kanyon
I246390,4,1200.32,3/6/2022,Metropol AVM
I179338,2,1200.34,27/03/2021,Istinye Park
I254528,4,162.64,4/11/2021,Mall of Istanbul
I299925,2,600.16,11/8/2021,Mall of Istanbul
I321373,5,26.15,5/8/2022,Zorlu Center
I966684,4,143.36,2/10/2022,Mall of Istanbul
I726807,4,1200.32,30/12/2022,Viaport Outlet
I333100,5,1500.4,5/1/2022,Mall of Istanbul
I207643,1,35.84,28/02/2022,Mall of Istanbul
I647207,2,600.16,10/11/2022,Kanyon
I330964,2,1200.34,29/11/2022,Metropol AVM
I237324,1,35.84,21/08/2021,Forum Istanbul
I269825,3,15.69,29/06/2021,Mall of Istanbul
I305024,4,1200.32,7/7/2021,Kanyon
I223568,2,71.68,27/08/2022,Istinye Park
I194268,5,58.65,26/02/2023,Metropol AVM
I155448,1,600.17,27/12/2021,Mall of Istanbul
I205336,1,40.66,1/2/2023,Istinye Park
I171351,1,11.73,10/2/2022,Kanyon
I249223,2,600.16,31/01/2021,Mall of Istanbul
I258001,4,162.64,25/11/2021,Kanyon
I231029,4,1200.32,18/01/2023,Istinye Park
I163202,3,900.24,15/03/2021,Mall of Istanbul
I169427,5,1500.4,3/12/2022,Forum Istanbul
I737161,4,20.92,24/04/2022,Mall of Istanbul
I225327,2,81.32,19/08/2022,Cevahir AVM
I159355,4,20.92,28/11/2021,Metropol AVM
I280408,1,300.08,14/06/2021,Viaport Outlet
I323785,2,71.68,8/1/2021,Kanyon
I257286,1,40.66,12/5/2021,Mall of Istanbul
I331405,3,900.24,2/11/2022,Kanyon
I306957,2,600.16,17/09/2022,Cevahir AVM
I147079,4,1200.32,1/5/2022,Metropol AVM
I829259,4,162.64,17/11/2022,Viaport Outlet
I296251,2,81.32,17/06/2022,Metrocity
I808238,2,1200.34,14/07/2022,Mall of Istanbul
I891465,1,300.08,21/07/2022,Metrocity
I563052,4,162.64,28/07/2021,Metrocity
I130443,1,600.17,8/6/2021,Istinye Park
I241690,2,23.46,14/06/2022,Kanyon
I643231,4,143.36,3/2/2021,Kanyon
I295337,4,2400.68,5/8/2022,Mall of Istanbul
I265980,1,15.15,1/4/2022,Forum Istanbul
I293153,2,10.46,10/11/2022,Metropol AVM
I193148,4,1200.32,11/2/2023,Cevahir AVM
I318625,5,5250,26/02/2023,Zorlu Center
I142245,3,121.98,1/12/2022,Zorlu Center
I205906,4,1200.32,4/2/2021,Kanyon
I277462,2,600.16,22/09/2021,Metrocity
I753100,1,5.23,5/3/2021,Emaar Square Mall
I610847,4,1200.32,6/2/2023,Metrocity
I295181,2,10.46,17/11/2022,Metrocity
I198308,5,26.15,11/10/2021,Metrocity
I180570,5,3000.85,6/3/2021,Metrocity
I260475,5,1500.4,17/03/2022,Mall of Istanbul
I251024,2,10.46,9/2/2021,Mall of Istanbul
I302151,4,4200,15/03/2021,Kanyon
I145917,5,203.3,1/2/2023,Forum Istanbul
I254721,5,1500.4,27/09/2021,Kanyon
I103120,4,2400.68,20/02/2022,Mall of Istanbul
I173288,5,26.15,25/01/2023,Metrocity
I279088,3,3150,30/07/2021,Metrocity
I190414,3,15.69,18/04/2021,Forum Istanbul
I613381,1,300.08,8/2/2021,Mall of Istanbul
I107697,1,35.84,18/08/2022,Istinye Park
I193600,4,1200.32,10/9/2021,Istinye Park
I165090,3,900.24,27/07/2021,Forum Istanbul
I260728,5,179.2,3/4/2021,Kanyon
I164219,4,143.36,3/6/2021,Cevahir AVM
I318282,2,23.46,12/1/2021,Metrocity
I212598,3,15.69,7/1/2021,Forum Istanbul
I212833,2,81.32,29/04/2021,Metrocity
I326146,2,600.16,1/7/2021,Metropol AVM
I169684,1,5.23,28/07/2021,Zorlu Center
I462436,3,121.98,9/9/2021,Cevahir AVM
I940151,3,15.69,20/09/2021,Mall of Istanbul
I210603,4,162.64,16/07/2021,Istinye Park
I174942,3,900.24,23/01/2023,Kanyon
I163206,3,15.69,26/06/2021,Mall of Istanbul
I266121,4,1200.32,5/1/2022,Kanyon
I454912,2,71.68,4/12/2022,Metropol AVM
I831916,5,1500.4,24/09/2021,Mall of Istanbul
I180372,5,58.65,13/09/2022,Forum Istanbul
I466698,3,1800.51,24/02/2023,Kanyon
I119678,4,4200,4/3/2021,Emaar Square Mall
I296369,1,5.23,24/02/2021,Kanyon
I133116,5,1500.4,2/12/2021,Kanyon
I165625,4,2400.68,30/10/2022,Mall of Istanbul
I333045,1,300.08,9/12/2022,Kanyon
I131869,1,5.23,29/01/2023,Kanyon
I168101,3,35.19,26/04/2022,Forum Istanbul
I713258,3,900.24,3/1/2021,Kanyon
I144171,1,300.08,20/04/2022,Kanyon
I191531,3,1800.51,20/12/2022,Metrocity
I165583,1,300.08,8/2/2023,Metrocity
I210803,4,1200.32,17/09/2022,Metrocity
I209258,5,203.3,7/7/2022,Metrocity
I169548,5,1500.4,15/09/2022,Mall of Istanbul
I140693,2,600.16,27/11/2022,Cevahir AVM
I172509,3,1800.51,26/12/2022,Mall of Istanbul
I301205,4,20.92,16/09/2022,Kanyon
I338366,5,3000.85,1/3/2021,Viaport Outlet
I108742,5,1500.4,28/04/2021,Mall of Istanbul
I261374,2,71.68,23/04/2021,Istinye Park
I860717,2,600.16,10/10/2021,Forum Istanbul
I295440,2,10.46,10/4/2022,Mall of Istanbul
I273820,4,20.92,2/12/2022,Cevahir AVM
I279919,2,600.16,27/08/2022,Istinye Park
I190006,1,40.66,13/09/2021,Metrocity
I156252,4,143.36,15/09/2022,Viaport Outlet
I183583,1,40.66,11/6/2022,Forum Istanbul
I258930,4,2400.68,13/07/2021,Istinye Park
I651105,1,5.23,14/12/2021,Mall of Istanbul
I135098,5,1500.4,9/9/2022,Kanyon
I187453,3,1800.51,29/01/2023,Metrocity
I176625,4,1200.32,5/7/2022,Metropol AVM
I289516,5,1500.4,4/11/2021,Zorlu Center
I188382,1,300.08,14/03/2021,Emaar Square Mall
I749173,4,2400.68,23/07/2022,Mall of Istanbul
I752413,3,900.24,13/10/2021,Mall of Istanbul
I254886,2,2100,31/08/2021,Mall of Istanbul
I323478,2,10.46,24/11/2022,Metrocity
I178637,1,300.08,4/5/2021,Emaar Square Mall
I840591,2,600.16,20/06/2021,Cevahir AVM
I251184,5,203.3,3/12/2021,Metrocity
I929854,1,600.17,4/1/2023,Metropol AVM
I274883,1,5.23,1/3/2022,Viaport Outlet
I338411,5,75.75,17/01/2023,Mall of Istanbul
I301433,5,1500.4,1/7/2021,Istinye Park
I218234,3,107.52,28/02/2023,Forum Istanbul
I716822,5,26.15,5/6/2021,Mall of Istanbul
I174219,4,1200.32,13/12/2021,Kanyon
I278299,3,15.69,14/03/2022,Metropol AVM
I267714,4,1200.32,20/03/2021,Kanyon
I670822,2,10.46,5/9/2022,Kanyon
I339508,3,900.24,27/12/2022,Emaar Square Mall
I268823,1,300.08,8/2/2023,Istinye Park
I217906,3,900.24,27/06/2021,Kanyon
I846907,5,1500.4,16/10/2022,Istinye Park
I176751,5,3000.85,26/09/2021,Kanyon
I325587,1,5.23,28/07/2021,Viaport Outlet
I112845,5,203.3,13/10/2021,Metrocity
I158003,2,600.16,20/02/2021,Metrocity
I276368,4,143.36,25/05/2021,Kanyon
I206246,5,26.15,4/12/2021,Kanyon
I195587,2,10.46,18/02/2021,Kanyon
I213354,5,5250,3/3/2021,Kanyon
I583185,5,203.3,25/08/2021,Metropol AVM
I236100,3,15.69,18/09/2021,Mall of Istanbul
I298339,1,5.23,12/6/2021,Mall of Istanbul
I280823,3,3150,12/8/2022,Istinye Park
I863565,5,203.3,28/03/2021,Viaport Outlet
I243784,5,179.2,14/03/2021,Kanyon
I810580,1,35.84,10/1/2021,Kanyon
I297768,4,1200.32,6/11/2021,Istinye Park
I231514,1,600.17,21/12/2022,Emaar Square Mall
I200720,1,5.23,21/04/2022,Emaar Square Mall
I171758,4,162.64,22/03/2022,Emaar Square Mall
I148039,4,4200,13/05/2022,Kanyon
I943432,2,600.16,7/7/2021,Mall of Istanbul
I215019,5,203.3,22/06/2022,Kanyon
I204541,4,143.36,5/7/2021,Kanyon
I528108,1,15.15,16/10/2022,Metropol AVM
I163618,2,600.16,1/8/2021,Emaar Square Mall
I255698,4,2400.68,28/10/2022,Metrocity
I328430,1,35.84,29/10/2021,Viaport Outlet
I561353,3,107.52,10/11/2022,Metrocity
I101472,4,1200.32,6/7/2021,Metrocity
I109605,3,121.98,27/10/2021,Mall of Istanbul
I143755,4,46.92,16/06/2021,Metrocity
I335633,3,900.24,21/07/2022,Zorlu Center
I212054,1,300.08,24/06/2021,Mall of Istanbul
I142204,1,40.66,28/04/2021,Cevahir AVM
I310814,4,162.64,17/03/2021,Mall of Istanbul
I202865,5,75.75,31/03/2021,Mall of Istanbul
I128008,5,1500.4,13/07/2021,Mall of Istanbul
I244711,4,1200.32,21/11/2021,Mall of Istanbul
I202868,2,600.16,27/02/2022,Kanyon
I229755,5,179.2,22/11/2021,Istinye Park
I551504,1,600.17,30/03/2022,Zorlu Center
I357584,3,900.24,13/05/2022,Kanyon
I572568,4,2400.68,2/12/2022,Mall of Istanbul
I834928,5,1500.4,10/8/2022,Emaar Square Mall
I301887,4,4200,13/04/2021,Zorlu Center
I722991,5,1500.4,12/3/2022,Zorlu Center
I121934,1,1050,7/10/2022,Metrocity
I161868,5,26.15,17/03/2021,Emaar Square Mall
I227368,2,600.16,10/8/2022,Mall of Istanbul
I283492,1,35.84,28/09/2021,Emaar Square Mall
I236127,3,900.24,12/10/2021,Cevahir AVM
I259412,4,143.36,29/03/2021,Viaport Outlet
I155577,4,162.64,21/05/2021,Emaar Square Mall
I311797,2,10.46,31/03/2022,Metropol AVM
I242848,3,900.24,27/03/2021,Istinye Park
I448498,1,300.08,23/07/2022,Kanyon
I310335,4,1200.32,8/3/2022,Metrocity
I925190,5,1500.4,4/2/2021,Metrocity
I777286,2,81.32,24/01/2021,Emaar Square Mall
I126253,5,1500.4,2/2/2021,Metrocity
I287899,5,1500.4,16/05/2022,Kanyon
I170920,3,15.69,17/12/2021,Metrocity
I270096,2,10.46,3/5/2022,Metropol AVM
I557757,1,5.23,27/08/2021,Kanyon
I377607,5,58.65,11/1/2022,Metrocity
I256639,4,162.64,5/3/2023,Kanyon
I322886,3,3150,7/1/2022,Istinye Park
I248770,1,300.08,19/08/2022,Kanyon
I128121,4,4200,17/01/2022,Metrocity
I326712,2,600.16,5/5/2021,Metropol AVM
I159865,3,107.52,4/1/2022,Mall of Istanbul
I234223,4,162.64,26/10/2021,Metropol AVM
I616042,3,15.69,17/06/2022,Kanyon
I148642,1,300.08,20/04/2021,Mall of Istanbul
I103072,4,162.64,4/4/2022,Forum Istanbul
I497958,5,58.65,25/02/2022,Mall of Istanbul
I236668,3,15.69,6/5/2021,Viaport Outlet
I836239,4,162.64,13/11/2021,Kanyon
I249682,3,900.24,3/8/2022,Metropol AVM
I140825,2,81.32,4/2/2023,Kanyon
I742965,3,107.52,27/08/2022,Zorlu Center
I291579,1,300.08,31/10/2022,Mall of Istanbul
I196493,4,2400.68,27/03/2022,Kanyon
I185316,1,11.73,30/05/2022,Zorlu Center
I212235,1,5.23,20/01/2021,Cevahir AVM
I219127,1,15.15,23/12/2022,Kanyon
I971862,3,900.24,6/11/2022,Kanyon
I108180,1,5.23,21/10/2022,Kanyon
I321337,2,600.16,23/11/2021,Kanyon
I274610,3,35.19,15/01/2022,Metrocity
I678477,3,15.69,6/6/2022,Cevahir AVM
I326054,3,45.45,2/9/2021,Metrocity
I284282,2,600.16,10/7/2022,Mall of Istanbul
I256046,3,15.69,14/04/2022,Mall of Istanbul
I486233,3,900.24,14/03/2022,Metrocity
I237899,4,162.64,1/5/2021,Zorlu Center
I102481,4,2400.68,22/04/2022,Kanyon
I198156,4,20.92,26/02/2023,Metropol AVM
I411189,3,15.69,8/2/2021,Metrocity
I528396,1,300.08,21/11/2022,Metropol AVM
I225178,5,1500.4,10/2/2021,Kanyon
I103131,4,143.36,22/03/2022,Metrocity
I179619,3,107.52,11/10/2022,Metrocity
I229909,5,1500.4,10/5/2022,Viaport Outlet
I472142,1,600.17,4/8/2021,Cevahir AVM
I184289,2,71.68,18/09/2022,Metrocity
I340111,4,2400.68,1/4/2022,Mall of Istanbul
I244311,1,40.66,11/3/2022,Metrocity
I208028,5,5250,3/3/2022,Cevahir AVM
I201268,1,11.73,31/05/2022,Kanyon
I406982,2,600.16,23/01/2021,Mall of Istanbul
I259335,2,81.32,17/02/2022,Metrocity
I278596,3,900.24,12/5/2021,Mall of Istanbul
I156920,3,900.24,26/06/2022,Mall of Istanbul
I189797,3,900.24,22/10/2021,Metropol AVM
I283099,1,5.23,12/12/2021,Kanyon
I108662,3,121.98,16/09/2021,Metropol AVM
I443008,3,900.24,30/08/2021,Metropol AVM
I756144,2,600.16,29/11/2021,Kanyon
I148225,4,4200,7/6/2021,Mall of Istanbul
I187159,5,3000.85,18/09/2021,Forum Istanbul
I265543,2,81.32,3/10/2022,Mall of Istanbul
I169324,3,15.69,14/03/2022,Emaar Square Mall
I186033,5,75.75,12/1/2023,Kanyon
I307337,3,1800.51,25/02/2023,Metropol AVM
I988233,2,10.46,1/11/2021,Forum Istanbul
I713320,1,1050,23/11/2021,Zorlu Center
I187305,3,1800.51,12/3/2022,Kanyon
I193430,4,1200.32,12/5/2021,Metrocity
I202249,4,46.92,30/10/2022,Istinye Park
I910927,3,900.24,16/01/2023,Kanyon
I602106,5,3000.85,26/08/2022,Istinye Park
I289972,5,26.15,26/11/2022,Istinye Park
I109018,3,107.52,9/7/2021,Metropol AVM
I333269,3,1800.51,26/05/2021,Viaport Outlet
I586154,1,5.23,14/12/2021,Istinye Park
I264725,1,35.84,15/07/2022,Mall of Istanbul
I291281,1,1050,14/04/2022,Metropol AVM
I144506,4,1200.32,16/01/2021,Istinye Park
I205315,5,203.3,3/6/2022,Zorlu Center
I211823,5,1500.4,16/03/2021,Zorlu Center
I160370,1,300.08,7/2/2022,Metrocity
I526871,2,10.46,12/4/2021,Metropol AVM
I275001,4,143.36,4/5/2022,Cevahir AVM
I129187,2,81.32,6/8/2022,Forum Istanbul
I292336,4,1200.32,9/5/2022,Forum Istanbul
I122881,5,203.3,22/05/2021,Forum Istanbul
I240283,4,2400.68,10/1/2023,Metropol AVM
I204229,1,40.66,25/04/2022,Cevahir AVM
I110467,1,300.08,8/10/2022,Mall of Istanbul
I316054,5,1500.4,13/10/2022,Kanyon
I203525,1,300.08,8/9/2022,Metropol AVM
I186437,5,5250,5/12/2022,Kanyon
I136489,2,600.16,13/03/2022,Metropol AVM
I125636,1,15.15,16/05/2021,Kanyon
I310984,2,81.32,26/12/2021,Metrocity
I329288,3,15.69,12/5/2022,Mall of Istanbul
I278935,2,71.68,14/12/2022,Cevahir AVM
I243503,1,35.84,18/09/2021,Kanyon
I214040,4,2400.68,16/11/2022,Istinye Park
I135338,1,300.08,19/10/2022,Viaport Outlet
I103926,2,81.32,17/08/2022,Emaar Square Mall
I200763,2,81.32,23/12/2021,Kanyon
I210726,5,5250,16/11/2021,Cevahir AVM
I140666,3,15.69,2/8/2021,Metrocity
I328455,5,5250,17/02/2021,Mall of Istanbul
I289097,5,203.3,6/5/2021,Mall of Istanbul
I173201,4,20.92,3/10/2022,Emaar Square Mall
I203880,5,179.2,15/06/2021,Mall of Istanbul
I695490,5,3000.85,14/02/2021,Metrocity
I788206,2,81.32,21/02/2023,Istinye Park
I935474,2,81.32,3/9/2022,Metropol AVM
I308383,3,121.98,20/09/2021,Kanyon
I335039,1,11.73,9/5/2022,Istinye Park
I375865,3,900.24,30/05/2022,Kanyon
I300065,4,4200,12/3/2022,Viaport Outlet
I123471,5,26.15,25/03/2022,Kanyon
I259780,5,1500.4,27/09/2021,Istinye Park
I276581,1,40.66,14/11/2021,Istinye Park
I187144,1,35.84,29/05/2022,Metropol AVM
I200005,1,5.23,9/3/2021,Kanyon
I246910,2,30.3,12/2/2022,Istinye Park
I274783,1,300.08,7/3/2022,Metrocity
I258186,4,143.36,5/2/2021,Metrocity
I149861,4,1200.32,5/12/2022,Kanyon
I678783,5,26.15,14/04/2021,Mall of Istanbul
I283199,5,1500.4,4/10/2021,Mall of Istanbul
I262240,1,40.66,15/01/2023,Mall of Istanbul
I255066,2,1200.34,7/6/2022,Kanyon
I110699,4,1200.32,7/11/2022,Istinye Park
I172592,3,1800.51,5/7/2021,Zorlu Center
I197048,1,300.08,22/10/2022,Istinye Park
I846448,1,40.66,24/02/2023,Emaar Square Mall
I255738,3,15.69,12/4/2022,Kanyon
I309846,3,900.24,27/02/2021,Mall of Istanbul
I230210,1,40.66,31/03/2021,Cevahir AVM
I338832,5,1500.4,16/03/2021,Metrocity
I701994,1,5.23,9/2/2023,Forum Istanbul
I116064,3,1800.51,28/02/2021,Metropol AVM
I233553,3,121.98,26/03/2022,Metrocity
I334498,3,121.98,27/01/2023,Istinye Park
I210221,3,45.45,29/03/2021,Istinye Park
I107367,3,900.24,21/01/2021,Metrocity
I240053,1,40.66,22/05/2022,Metrocity
I198312,3,900.24,7/3/2022,Kanyon
I111670,2,600.16,30/07/2022,Kanyon
I631073,5,3000.85,10/4/2021,Emaar Square Mall
I304483,5,179.2,5/3/2022,Viaport Outlet
I110493,2,30.3,20/04/2021,Mall of Istanbul
I224918,5,26.15,1/11/2022,Kanyon
I176867,2,600.16,13/02/2023,Metrocity
I225893,4,46.92,10/4/2021,Emaar Square Mall
I462596,5,26.15,25/05/2022,Metrocity
I990095,2,1200.34,26/12/2022,Mall of Istanbul
I112841,2,600.16,19/05/2021,Metropol AVM
I177064,4,20.92,21/12/2022,Mall of Istanbul
I293058,3,900.24,17/06/2021,Kanyon
I714982,2,81.32,23/11/2022,Istinye Park
I259581,4,1200.32,19/03/2021,Kanyon
I272468,5,1500.4,30/08/2022,Zorlu Center
I773945,4,162.64,12/12/2022,Metropol AVM
I488800,2,10.46,11/10/2021,Istinye Park
I539167,3,107.52,16/12/2021,Zorlu Center
I614933,1,300.08,5/5/2021,Cevahir AVM
I307328,1,300.08,14/05/2022,Mall of Istanbul
I195795,2,10.46,21/11/2022,Viaport Outlet
I316501,4,2400.68,13/11/2022,Mall of Istanbul
I105482,5,1500.4,17/08/2021,Mall of Istanbul
I269076,1,35.84,20/08/2021,Forum Istanbul
I235877,5,179.2,6/3/2021,Mall of Istanbul
I323413,1,300.08,9/1/2022,Kanyon
I404845,1,15.15,9/4/2021,Forum Istanbul
I249846,2,10.46,17/02/2023,Kanyon
I110354,5,1500.4,18/08/2022,Mall of Istanbul
I175688,5,203.3,10/9/2022,Kanyon
I467431,3,107.52,25/06/2021,Metropol AVM
I175461,3,15.69,26/10/2022,Kanyon
I157207,1,300.08,22/02/2022,Cevahir AVM
I193060,5,179.2,18/05/2022,Mall of Istanbul
I255430,3,121.98,13/02/2023,Mall of Istanbul
I165932,3,121.98,4/3/2023,Cevahir AVM
I123656,2,600.16,21/04/2022,Kanyon
I338093,4,1200.32,27/07/2022,Mall of Istanbul
I543510,1,1050,27/01/2022,Kanyon
I177444,3,900.24,9/1/2023,Emaar Square Mall
I248527,1,600.17,30/05/2021,Viaport Outlet
I103907,4,1200.32,4/10/2022,Forum Istanbul
I109766,5,26.15,6/11/2022,Metrocity
I195981,1,600.17,6/8/2021,Kanyon
I583553,3,35.19,24/11/2021,Mall of Istanbul
I225840,3,15.69,20/07/2021,Cevahir AVM
I478092,2,23.46,18/03/2021,Kanyon
I107322,2,600.16,21/10/2022,Mall of Istanbul
I307584,1,40.66,24/06/2022,Viaport Outlet
I300522,5,203.3,5/2/2022,Mall of Istanbul
I335770,1,40.66,8/10/2022,Forum Istanbul
I273054,5,26.15,26/04/2021,Metropol AVM
I226742,3,900.24,12/3/2021,Viaport Outlet
I259039,1,300.08,19/02/2021,Istinye Park
I263787,4,20.92,14/10/2021,Metrocity
I301307,5,5250,30/05/2021,Mall of Istanbul
I270709,2,600.16,1/10/2021,Istinye Park
I390879,2,600.16,19/04/2022,Mall of Istanbul
I694304,4,162.64,16/04/2021,Mall of Istanbul
I613571,3,900.24,19/01/2022,Mall of Istanbul
I320883,4,4200,8/8/2021,Mall of Istanbul
I306290,2,600.16,2/2/2022,Mall of Istanbul
I440435,5,26.15,2/9/2021,Metrocity
I321342,1,300.08,2/3/2022,Kanyon
I273975,5,203.3,1/3/2021,Emaar Square Mall
I337040,5,26.15,15/12/2022,Kanyon
I223697,3,121.98,25/04/2021,Istinye Park
I287998,5,1500.4,24/02/2022,Forum Istanbul
I117673,4,20.92,8/3/2022,Istinye Park
I249964,3,107.52,25/12/2021,Kanyon
I100760,4,60.6,19/01/2021,Mall of Istanbul
I234239,5,3000.85,3/6/2022,Kanyon
I125122,4,2400.68,19/07/2022,Cevahir AVM
I831550,4,1200.32,4/5/2021,Istinye Park
I898132,2,600.16,12/11/2021,Mall of Istanbul
I144412,1,40.66,7/3/2023,Metrocity
I264104,4,2400.68,4/4/2022,Istinye Park
I203031,5,75.75,14/04/2021,Mall of Istanbul
I147481,5,26.15,16/12/2021,Istinye Park
I293034,4,20.92,16/09/2021,Mall of Istanbul
I252678,2,10.46,24/04/2021,Istinye Park
I257579,1,300.08,8/9/2021,Istinye Park
I257208,3,35.19,15/06/2022,Metrocity
I255446,5,3000.85,17/02/2021,Zorlu Center
I854848,3,3150,6/5/2021,Cevahir AVM
I213167,1,300.08,28/07/2021,Mall of Istanbul
I316677,4,60.6,21/09/2022,Mall of Istanbul
I328733,3,900.24,7/8/2021,Mall of Istanbul
I127144,1,11.73,3/11/2022,Mall of Istanbul
I125746,1,35.84,18/06/2022,Viaport Outlet
I994913,1,40.66,7/3/2022,Kanyon
I634948,3,15.69,3/9/2022,Metrocity
I269024,1,300.08,12/8/2022,Kanyon
I264126,2,10.46,28/04/2022,Metrocity
I140362,2,2100,24/10/2021,Metrocity
I617893,5,1500.4,18/07/2022,Metrocity
I190439,3,900.24,24/06/2022,Metropol AVM
I182480,5,26.15,24/05/2022,Kanyon
I203099,1,300.08,1/12/2021,Zorlu Center
I740038,1,300.08,14/12/2022,Metropol AVM
I215044,1,40.66,19/01/2023,Forum Istanbul
I171352,5,1500.4,13/10/2021,Metrocity
I340002,2,81.32,12/12/2022,Forum Istanbul
I230886,3,121.98,17/06/2022,Mall of Istanbul
I133005,2,10.46,19/12/2021,Zorlu Center
I282711,3,107.52,7/6/2022,Kanyon
I150266,5,179.2,20/11/2022,Kanyon
I339115,4,1200.32,27/03/2021,Metrocity
I185772,3,15.69,13/01/2022,Mall of Istanbul
I122393,1,40.66,7/6/2022,Mall of Istanbul
I280459,1,15.15,23/09/2022,Metrocity
I912888,4,143.36,17/02/2021,Kanyon
I238472,1,300.08,17/11/2021,Kanyon
I581146,5,1500.4,11/12/2022,Viaport Outlet
I151425,5,1500.4,12/5/2022,Emaar Square Mall
I252733,5,75.75,17/05/2022,Zorlu Center
I176351,2,600.16,20/02/2021,Cevahir AVM
I221786,4,1200.32,15/04/2021,Metropol AVM
I328774,1,5.23,26/06/2021,Forum Istanbul
I752293,4,1200.32,2/3/2023,Zorlu Center
I106866,4,143.36,10/1/2022,Zorlu Center
I286110,4,1200.32,11/12/2022,Metropol AVM
I313265,1,15.15,17/01/2021,Viaport Outlet
I214882,2,23.46,7/8/2022,Kanyon
I166473,5,1500.4,20/03/2022,Forum Istanbul
I178412,5,3000.85,23/11/2022,Metropol AVM
I261248,1,11.73,26/02/2021,Zorlu Center
I147152,1,15.15,18/04/2021,Kanyon
I531648,3,900.24,8/10/2022,Mall of Istanbul
I215582,4,162.64,29/12/2021,Cevahir AVM
I331938,1,40.66,14/07/2022,Metrocity
I176706,1,40.66,21/01/2021,Kanyon
I306370,4,2400.68,19/01/2023,Metrocity
I894668,1,1050,12/9/2022,Metrocity
I163001,3,121.98,19/06/2021,Metrocity
I216555,1,300.08,15/05/2021,Metropol AVM
I247751,3,900.24,4/11/2021,Emaar Square Mall
I238537,1,300.08,5/5/2021,Forum Istanbul
I128275,2,600.16,30/12/2021,Metropol AVM
I167097,2,600.16,25/09/2021,Metrocity
I329721,4,4200,1/9/2022,Kanyon
I145120,4,1200.32,4/2/2023,Metrocity
I339998,3,15.69,17/11/2022,Zorlu Center
I101862,2,1200.34,2/12/2022,Viaport Outlet
I292866,2,600.16,6/8/2021,Viaport Outlet
I244481,3,900.24,12/3/2022,Kanyon
I399156,1,5.23,14/09/2022,Metrocity
I998832,2,23.46,21/02/2021,Metrocity
I228888,1,1050,18/12/2022,Kanyon
I304606,4,1200.32,7/3/2023,Metrocity
I287543,5,1500.4,6/4/2021,Forum Istanbul
I181621,3,45.45,3/3/2022,Cevahir AVM
I282516,3,45.45,10/8/2022,Viaport Outlet
I182260,1,5.23,18/04/2021,Metrocity
I139323,1,40.66,3/9/2022,Metrocity
I339366,5,1500.4,8/6/2021,Forum Istanbul
I192802,2,600.16,25/03/2022,Metrocity
I137934,3,15.69,25/04/2022,Cevahir AVM
I322245,4,143.36,5/6/2021,Cevahir AVM
I317066,1,300.08,4/1/2022,Metropol AVM
